0.5181567,0.83072376
0.23144345,0.9254447
0.20214385,0.9350689
0.1880291,0.9396152
0.17914647,0.9425019
0.17291872,0.9444771
0.16820432,0.9460179
0.16443689,0.94717765
0.16136943,0.9481521
0.15882029,0.9489794
0.15661366,0.9496722
0.15463115,0.9502912
0.15293655,0.9508587
0.15140635,0.9513135
0.15005143,0.95174855
0.1487955,0.95216376
0.14766513,0.95248204
0.14660375,0.9528398
0.14564322,0.9531286
0.14473191,0.9534206
0.14394408,0.9536735
0.14312507,0.9539345
0.14242823,0.954169
0.14174159,0.95436937
0.14105517,0.95458275
0.1404567,0.9547482
0.13993654,0.95491546
0.13937366,0.9550948
0.13886476,0.9552546
0.13836536,0.9554118
0.137885,0.9555502
0.13743342,0.95573413
0.13704081,0.9558587
0.13660464,0.9559478
0.13616093,0.9561104
0.13585606,0.9562078
0.13547449,0.95633394
0.13515635,0.95642084
0.13476405,0.9565358
0.13445039,0.956636
0.13413304,0.956754
0.13381983,0.9568416
0.13352585,0.95691836
0.13321997,0.9570119
0.13297695,0.9570998
0.13269454,0.9571899
0.1324299,0.9572921
0.13215657,0.95734566
0.13195908,0.957436
0.13173094,0.9575256
0.13151659,0.9575455
0.13126306,0.95763457
0.13104641,0.95769614
0.13076544,0.9577843
0.13063739,0.9578115
0.1303699,0.95790386
0.13013458,0.95797944
0.13002063,0.9580333
0.12983753,0.95807266
0.12965183,0.9581278
0.12942456,0.9582276
0.12927599,0.95823604
0.12912141,0.9582978
0.12896918,0.9583584
0.12875436,0.9584062
0.12857495,0.9584652
0.1284479,0.95851505
0.12830634,0.9585349
0.12815899,0.95859504
0.12800297,0.9586434
0.12785277,0.9587111
0.12769246,0.95874614
0.12756711,0.95878565
0.12742923,0.9588231
0.12724385,0.9588776
0.12717624,0.95890677
0.12704183,0.9589295
0.12687977,0.95900935
0.1267316,0.9590437
0.12662356,0.9590787
0.12649745,0.9591216
0.12635581,0.95915073
0.12630172,0.95917135
0.1261633,0.9592286
0.12606134,0.95924
0.12592736,0.95929956
0.12585719,0.95933384
0.12568623,0.9593691
0.12561285,0.9594057
0.12550217,0.9594193
0.12542027,0.9594394
0.12527946,0.95948935
0.12519903,0.9595127
0.1250893,0.9595577
0.12499198,0.95958316
0.12487495,0.9596252
0.12481336,0.95962816
0.124711744,0.9596715
0.12463724,0.95968974
0.12451331,0.9597344
