1.3877027,0.5413461
0.7975104,0.70008856
0.66061103,0.7464219
0.5083004,0.80261195
0.4012903,0.8419239
0.33685094,0.86572933
0.29469463,0.88105774
0.26612413,0.8914354
0.24580649,0.89859825
0.23072082,0.9037213
0.21908328,0.9076657
0.20978393,0.9108329
0.20216389,0.91333526
0.1961254,0.9153706
0.19038284,0.9172255
0.18567637,0.91873163
0.18128647,0.9202586
0.17762643,0.92136914
0.17435837,0.92244405
0.17132053,0.9233952
0.16856518,0.9243761
0.16610852,0.925203
0.16380413,0.92594606
0.16168985,0.926744
0.15967885,0.9272587
0.15798996,0.927868
0.15636766,0.9284495
0.15478475,0.92893434
0.1533196,0.9294573
0.15189661,0.92993957
0.15070201,0.9303539
0.14965078,0.9306159
0.14856109,0.93097925
0.1473258,0.9313184
0.14640327,0.93162346
0.14545651,0.93192905
0.1445414,0.93226665
0.14380176,0.9324988
0.14277302,0.93285495
0.14220217,0.933014
0.14128885,0.933334
0.14072819,0.93344927
0.14009829,0.9337112
0.13935363,0.9338953
0.13875294,0.9341223
0.13820864,0.9343143
0.13759392,0.93443966
0.13705522,0.9345859
0.13662383,0.93482435
0.13603152,0.9349514
0.13549115,0.9351499
0.13504468,0.9353623
0.13465598,0.93544346
0.13408723,0.9356022
0.13373218,0.9357588
0.13325806,0.9358539
0.13285962,0.9360884
0.13247566,0.9361744
0.13203059,0.93628955
0.13172457,0.9364688
0.13139282,0.9365033
0.13102739,0.936648
0.13064036,0.9367676
0.13041177,0.93684995
0.12991913,0.93701136
0.12963647,0.9371163
0.12935445,0.93725365
0.12906292,0.937303
0.1288151,0.9374155
0.12832299,0.9374761
0.12813736,0.9376224
0.12800756,0.93769854
0.12760702,0.9377976
0.1274656,0.9378599
0.12717772,0.93793344
0.12688157,0.93808544
0.12668362,0.93812925
0.12638147,0.9383128
0.12619305,0.93839264
0.12581941,0.9385024
0.12574296,0.9384649
0.12551554,0.9385388
0.12528206,0.9386851
0.12504935,0.93860805
0.12491716,0.9387059
0.12461485,0.9388557
0.12445904,0.93895227
0.12421812,0.9390216
0.12399714,0.9391111
0.123874374,0.93915045
0.12375404,0.93916714
0.12350876,0.93927306
0.1232983,0.93937707
0.123067096,0.9394717
0.122969896,0.939446
0.12266136,0.93955404
0.12273448,0.939579
0.1225188,0.9396885
0.12233253,0.9397479
0.12209361,0.9397913
0.12187856,0.9399083
0.12178749,0.93984175
0.12163394,0.9399318
0.1213317,0.93998986
0.121355675,0.9401527
0.12120736,0.9401261
0.121043,0.94024295
0.12099708,0.9402029
0.12075188,0.9403254
0.1206221,0.9403316
0.12045917,0.94041336
0.12032175,0.94050586
0.12021028,0.9405143
0.12014602,0.9405232
0.11999811,0.94057167
0.119903706,0.94064397
0.11971577,0.94069636
0.11957345,0.94078124
0.119315885,0.9407854
0.11930423,0.9408726
0.11914536,0.940936
0.11909156,0.94089854
0.11901655,0.9409336
0.11884468,0.94099945
0.11878177,0.9410565
0.11857561,0.94112295
0.11841918,0.94116324
0.11837041,0.94121855
0.11826237,0.94131106
0.11826082,0.94129187
0.11813839,0.94133854
0.11788502,0.9414511
0.11788298,0.94146615
0.1177632,0.94145834
0.11763803,0.9415086
0.11745947,0.94161254
0.11759549,0.9415258
0.117292285,0.94158614
0.11728374,0.9416647
0.117144845,0.9417461
0.11712297,0.9417074
0.11697157,0.94175404
0.11692048,0.9418749
0.11681291,0.94184804
0.116620235,0.942
0.116547436,0.94198
0.11653579,0.9419434
0.116375886,0.9420309
0.11632077,0.9421188
0.11628876,0.9420727
0.11612706,0.9421432
0.116064385,0.9422078
0.11614088,0.94209933
0.11589635,0.94223195
0.115775846,0.9422739
0.115796104,0.9422887
0.11564014,0.94231665
0.11559016,0.9424366
0.115503535,0.9423814
0.11547182,0.94247025
0.11529604,0.94245386
0.11535292,0.94248164
0.115148515,0.9425874
0.115061335,0.9425641
0.11505217,0.94261247
0.11488087,0.9426197
0.11489012,0.94260913
0.114769906,0.94277704
0.1147201,0.94268227
0.11465471,0.9427549
0.114553235,0.94280505
0.11452477,0.94286823
0.114317566,0.9429633
0.11438104,0.9428687
0.11427889,0.94301355
0.11427048,0.9429787
0.11420381,0.94302154
0.11397349,0.94302976
0.11401236,0.9430856
0.11395798,0.9430913
0.11396058,0.94307655
0.11380809,0.94313484
0.113687724,0.94321865
0.113545686,0.9432964
0.11364995,0.9432107
0.11356245,0.9432824
0.11356885,0.94327885
0.11342617,0.94331646
0.113353804,0.9434265
0.11326389,0.9434529
0.11320951,0.9434515
0.1131992,0.94349355
0.113053605,0.94351894
0.11310904,0.9434978
0.112975225,0.9435866
0.1128961,0.94359046
0.11291489,0.94361424
0.112817645,0.9435537
0.112801164,0.9436463
0.112770356,0.9436051
